Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1535,945881743,GRIZZ🍁 🙂👍,"I Gotta Say, SARSCoV2 Fuckin Sucks Compared To The Original SARS.
These New Pandemics Are For Pussies.
Masks &amp; Soci… https://t.co/XJf0Mc1T17","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/XJf0Mc1T17', 'expanded_url': 'https://twitter.com/i/web/status/1363564658842619905', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",0,1,2021-02-21 19:02:03,25,93.26,11.52,1.59,1.00,8.33,24.00,60.00,24.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,4.00,4.00,8.00,4.00,0.00,0.00,0.00,16.00,16.00,4.00,0.00,0.00,0.00,12.00,4.00,8.00,0.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,8.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,4.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,12.00,8.00,0.00,0.00,0.00,36.00,16.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00
1536,1361976079888625665,Jon Runnells,"@cnnbrk Covid's gonna be with us awhile. It'll be masks, social distancing, checkpoint lines for least two more years.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cnnbrk', 'name': 'CNN Breaking News', 'id': 428333, 'id_str': '428333', 'indices': [0, 7]}], 'urls': []}",0,0,2021-02-21 19:02:01,19,49.71,94.27,50.35,25.77,9.50,10.53,73.68,36.84,10.53,5.26,0.00,5.26,0.00,0.00,0.00,5.26,0.00,10.53,15.79,5.26,0.00,0.00,21.05,10.53,10.53,0.00,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,0.00,10.53,10.53,21.05,5.26,5.26,10.53,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,36.84,10.53,10.53,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,5.26
1537,22066367,Matteo Doni 🇬🇧,@lisadlaporte @LouMM We bought a Fiat last month and were not allowed a test drive as it breaks lockdown and social… https://t.co/IXcH6H8YZm,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lisadlaporte', 'name': 'Lisa Laporte', 'id': 1486462735, 'id_str': '1486462735', 'indices': [0, 13]}, {'screen_name': 'LouMM', 'name': 'Louis Maresca', 'id': 19457582, 'id_str': '19457582', 'indices': [14, 20]}], 'urls': [{'url': 'https://t.co/IXcH6H8YZm', 'expanded_url': 'https://twitter.com/i/web/status/1363564628077330438', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 19:01:55,26,65.46,64.99,17.46,25.77,26.00,15.38,65.38,34.62,7.69,3.85,0.00,3.85,0.00,0.00,0.00,3.85,7.69,3.85,3.85,0.00,11.54,3.85,7.69,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,7.69,0.00,3.85,0.00,0.00,7.69,0.00,0.00,11.54,3.85,0.00,7.69,3.85,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,23.08,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38
1538,269997972,Bob Morgan #BLM 💙🇬🇧 🔸,"Boris Johnson missed meetings and boasted about not social distancing and caught Covid and may well have caused 60,… https://t.co/ZMwDlo4ixt","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZMwDlo4ixt', 'expanded_url': 'https://twitter.com/i/web/status/1363564598666919941', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",265,1027,2021-02-21 19:01:48,24,27.87,50.00,7.84,25.77,24.00,20.83,62.50,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,8.33,8.33,12.50,4.17,16.67,0.00,0.00,0.00,4.17,0.00,8.33,4.17,4.17,0.00,0.00,4.17,8.33,0.00,0.00,0.00,0.00,12.50,0.00,4.17,0.00,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,0.00,0.00,0.00,8.33,4.17,4.17,8.33,4.17,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,8.33,0.00,4.17,0.00,4.17,0.00,20.83,8.33,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33
1539,965637547266211840,DII Home Store,Get your packages delivered right where you want them while maintaining your social distancing. https://t.co/zeh7AQEI2L,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1363564212170203136, 'id_str': '1363564212170203136', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/EuxabS7XIAACBGA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EuxabS7XIAACBGA.jpg', 'url': 'https://t.co/zeh7AQEI2L', 'display_url': 'pic.twitter.com/zeh7AQEI2L', 'expanded_url': 'https://twitter.com/DIIHomeStore/status/1363564502332174337/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 485, 'h': 484, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 485, 'h': 484, 'resize': 'fit'}, 'medium': {'w': 485, 'h': 484, 'resize': 'fit'}}}]}",0,0,2021-02-21 19:01:25,19,22.39,99.00,50.35,25.77,9.50,26.32,68.42,31.58,21.05,21.05,0.00,0.00,15.79,0.00,5.26,0.00,0.00,0.00,0.00,5.26,5.26,0.00,10.53,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.32,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,5.26,0.00,0.00,10.53,0.00,26.32,5.26,15.79,5.26,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,0.00,0.00,21.05,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53
1540,212242072,Rachel Orange 🇪🇺,"@malongoman Oh yes, there’s a field centre and the station houses the café, which would normally be in a railway ca… https://t.co/SQ7QNTzfKT","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'malongoman', 'name': 'Mark', 'id': 208179337, 'id_str': '208179337', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/SQ7QNTzfKT', 'expanded_url': 'https://twitter.com/i/web/status/1363564469503336449', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 19:01:17,26,88.90,50.00,1.00,25.77,26.00,19.23,61.54,38.46,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,15.38,3.85,11.54,3.85,3.85,0.00,11.54,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,7.69,0.00,0.00,0.00,3.85,0.00,0.00,0.00,11.54,0.00,3.85,3.85,3.85,0.00,30.77,7.69,7.69,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,11.54
1541,314075429,Derek Milman,the young hipsters were packed in like sardines at Williamsburg’s famed Diner. Social distancing wasn’t a thing yet… https://t.co/5HrRhKao1T,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5HrRhKao1T', 'expanded_url': 'https://twitter.com/i/web/status/1363564461144104963', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,7,2021-02-21 19:01:15,24,93.26,33.83,74.76,25.77,12.00,20.83,58.33,37.50,4.17,0.00,0.00,0.00,0.00,0.00,0.00,4.17,8.33,12.50,8.33,4.17,0.00,4.17,8.33,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,4.17,4.17,0.00,0.00,0.00,0.00,8.33,0.00,0.00,20.83,0.00,12.50,8.33,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,29.17,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33
1542,1344597000709414915,Betty,@simonmlewis I see at least that but on a weekly basis in almost exactly the same conditions the guys on site howev… https://t.co/VegdyiWfKe,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'simonmlewis', 'name': 'Simon Lewis 👨🏻\u200d🎓🎙📌✍🏽', 'id': 19148636, 'id_str': '19148636', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/VegdyiWfKe', 'expanded_url': 'https://twitter.com/i/web/status/1363564438721335299', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,1,2021-02-21 19:01:10,27,98.87,35.54,92.47,25.77,27.00,14.81,74.07,40.74,7.41,3.70,3.70,0.00,0.00,0.00,0.00,3.70,11.11,14.81,0.00,3.70,3.70,0.00,3.70,7.41,7.41,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,3.70,14.81,0.00,3.70,0.00,3.70,3.70,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,22.22,0.00,18.52,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,18.52,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11
1543,621229102,"stony morrison, PhD",@coreybking I went to a take out spot in gso last night. I expected to see a few folks. It was packed! Like packed… https://t.co/Z6mapNQvO2,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'coreybking', 'name': 'Corey Bu-Shea', 'id': 281765208, 'id_str': '281765208', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/Z6mapNQvO2', 'expanded_url': 'https://twitter.com/i/web/status/1363564386581942279', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",0,1,2021-02-21 19:00:58,29,98.67,36.51,47.93,25.77,7.25,10.34,68.97,37.93,10.34,6.90,6.90,0.00,0.00,0.00,0.00,3.45,6.90,17.24,3.45,0.00,0.00,0.00,13.79,3.45,3.45,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,3.45,0.00,0.00,3.45,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,3.45,0.00,6.90,6.90,3.45,17.24,3.45,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,27.59,13.79,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,10.34
1544,2168917278,HealthAccess ALabama,Just because you are social distancing does not mean you can’t continue to talk with friends and family members. Ch… https://t.co/GZfAeZneiJ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/GZfAeZneiJ', 'expanded_url': 'https://twitter.com/i/web/status/1363564353983815681', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 19:00:50,25,30.73,97.69,43.37,25.77,12.50,24.00,80.00,44.00,8.00,8.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00,8.00,4.00,8.00,8.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,4.00,4.00,0.00,0.00,16.00,4.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,8.00,0.00,4.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,24.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,8.00
1545,1058039036789604354,Nathan Penley,Six Reasons Every Pastor Should Require Masks and Social Distancing at Church – Reformed Hope https://t.co/6AGUiv1Edy,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6AGUiv1Edy', 'expanded_url': 'https://reformedhope.com/2021/02/16/masks/', 'display_url': 'reformedhope.com/2021/02/16/mas…', 'indices': [94, 117]}]}",0,1,2021-02-21 19:00:47,20,87.27,69.14,1.00,96.76,20.00,20.00,65.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,10.00,0.00,0.00,0.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,20.00,5.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00,0.00,10.00,0.00,5.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
1546,1268978078556082176,Doris,"@IWTheDarkPrince @alexjac877 Social distancing after the adult population have been vaccinated? Jesus. Also, social… https://t.co/N2vI2THCki","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IWTheDarkPrince', 'name': 'Benjamin Smith', 'id': 962352193822248960, 'id_str': '962352193822248960', 'indices': [0, 16]}, {'screen_name': 'alexjac877', 'name': 'Alex 💙', 'id': 2317650552, 'id_str': '2317650552', 'indices': [17, 28]}], 'urls': [{'url': 'https://t.co/N2vI2THCki', 'expanded_url': 'https://twitter.com/i/web/status/1363564327324819459', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,31,2021-02-21 19:00:44,19,77.17,94.27,4.05,25.77,6.33,31.58,57.89,26.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,5.26,10.53,5.26,5.26,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,10.53,0.00,0.00,0.00,0.00,5.26,5.26,0.00,10.53,0.00,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,5.26,0.00,0.00,0.00,47.37,15.79,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,21.05
1547,2496995972,Wayne Charnley,Half-term over with 😭😭 That was a long hard stretch (that's what she said) Not bad considering schools are allegedl… https://t.co/O5xoA3M1s2,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/O5xoA3M1s2', 'expanded_url': 'https://twitter.com/i/web/status/1363564319485677576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,2,2021-02-21 19:00:42,25,52.71,50.00,43.37,1.00,25.00,20.00,80.00,40.00,16.00,4.00,0.00,0.00,0.00,4.00,0.00,12.00,4.00,8.00,12.00,0.00,0.00,4.00,20.00,4.00,0.00,4.00,4.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,4.00,0.00,8.00,4.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,4.00,0.00,4.00,8.00,8.00,0.00,16.00,0.00,12.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,32.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,8.00,8.00
1548,67424923,City of Santa Monica,Santa Monica restaurants are taking every precaution to ensure you have a safe &amp; delicious experience! Keep parties… https://t.co/pMCcTfHHOj,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pMCcTfHHOj', 'expanded_url': 'https://twitter.com/i/web/status/1363564238820761601', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",3,11,2021-02-21 19:00:22,23,88.21,90.38,1.00,99.00,11.50,26.09,60.87,21.74,4.35,4.35,0.00,0.00,4.35,0.00,0.00,0.00,4.35,4.35,8.70,0.00,0.00,0.00,17.39,4.35,0.00,0.00,0.00,4.35,13.04,13.04,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,4.35,0.00,8.70,0.00,0.00,0.00,8.70,0.00,0.00,0.00,8.70,13.04,4.35,0.00,0.00,4.35,4.35,0.00,13.04,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,30.43,8.70,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,13.04
1549,31453948,Team Sh!,Susviving #socialdistancing on a sexual level - https://t.co/nXNEWLWsk8 https://t.co/r6AYX2BxWq,"{'hashtags': [{'text': 'socialdistancing', 'indices': [10, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/nXNEWLWsk8', 'expanded_url': 'http://ow.ly/2L4x50DFx49', 'display_url': 'ow.ly/2L4x50DFx49', 'indices': [48, 71]}], 'media': [{'id': 1363564223855546368, 'id_str': '1363564223855546368', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/Euxab-dXUAAhFnu.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Euxab-dXUAAhFnu.jpg', 'url': 'https://t.co/r6AYX2BxWq', 'display_url': 'pic.twitter.com/r6AYX2BxWq', 'expanded_url': 'https://twitter.com/ShWomenstore/status/1363564225092870146/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 768, 'h': 512, 'resize': 'fit'}, 'medium': {'w': 768, 'h': 512, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",1,1,2021-02-21 19:00:19,16,99.00,50.00,7.84,25.77,16.00,25.00,37.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,0.00,0.00,0.00,50.00,12.50,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,31.25
1550,16703101,Kathleen Delano,"@StevenBeynon Ugh. That’s my Costco. Consistently impressed with the adherence to mask-wearing and social distancing. 
Really gross.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'StevenBeynon', 'name': 'Steve Beynon', 'id': 28222434, 'id_str': '28222434', 'indices': [0, 13]}], 'urls': []}",0,0,2021-02-21 19:00:10,18,75.90,50.00,23.51,1.00,4.50,33.33,72.22,38.89,11.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,5.56,11.11,5.56,5.56,5.56,0.00,11.11,5.56,0.00,0.00,0.00,0.00,16.67,5.56,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,5.56,0.00,38.89,22.22,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,5.56
1551,19075308,MplsStPaulBizJournal,"The Minnesota Twins hope to bring as many as 10,000 people to games at Target Field for the coming season under a n… https://t.co/ypWYQSNoX5","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ypWYQSNoX5', 'expanded_url': 'https://twitter.com/i/web/status/1363564176795435011', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 19:00:08,29,99.00,75.49,11.50,85.87,29.00,6.90,62.07,34.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,24.14,0.00,0.00,6.90,0.00,10.34,6.90,6.90,0.00,6.90,3.45,3.45,3.45,0.00,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,3.45,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,3.45,0.00,3.45,0.00,0.00,0.00,6.90,6.90,17.24,6.90,6.90,3.45,0.00,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,17.24,6.90,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90
1552,2866976164,TolaJOB.co.za Jobs For Matriculants & Graduates,Working from home is a solution for Small Businesses amid COVID-19 Social Distancing. Rea d more:… https://t.co/QbwLGZjfqh,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QbwLGZjfqh', 'expanded_url': 'https://twitter.com/i/web/status/1363564161612079104', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [99, 122]}]}",0,1,2021-02-21 19:00:04,22,99.00,67.52,11.00,25.77,11.00,22.73,63.64,22.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,13.64,4.55,0.00,0.00,0.00,9.09,9.09,4.55,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,4.55,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,9.09,4.55,0.00,0.00,0.00,4.55,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,4.55,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,31.82,13.64,0.00,4.55,0.00,0.00,0.00,4.55,0.00,0.00,0.00,9.09
1553,1682806460,Blue Bear Racers,COVID-19: Social distancing scrapped as #IsleofMan lifts restrictions | UK News | @SkyNews - https://t.co/Dm7raeEnkB,"{'hashtags': [{'text': 'IsleofMan', 'indices': [40, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'SkyNews', 'name': 'Sky News', 'id': 7587032, 'id_str': '7587032', 'indices': [82, 90]}], 'urls': [{'url': 'https://t.co/Dm7raeEnkB', 'expanded_url': 'https://news.sky.com/story/covid-19-social-distancing-scrapped-as-isle-of-man-lifts-restrictions-12205197', 'display_url': 'news.sky.com/story/covid-19…', 'indices': [93, 116]}]}",0,0,2021-02-21 19:00:02,17,93.26,72.17,6.20,25.77,17.00,35.29,29.41,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,5.88,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,58.82,5.88,0.00,5.88,0.00,0.00,0.00,11.76,0.00,0.00,0.00,35.29
1554,45351910,Nocatee Community,"#NocateeEvents Check out the events happening in Nocatee during the month of March! 🌷☘️ Nocatee events are continui… https://t.co/et60yBSZml","{'hashtags': [{'text': 'NocateeEvents', 'indices': [0, 14]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/et60yBSZml', 'expanded_url': 'https://twitter.com/i/web/status/1363564149062656009', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",0,0,2021-02-21 19:00:01,22,99.00,50.00,85.21,25.77,11.00,27.27,50.00,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,18.18,4.55,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,27.27,0.00,9.09,13.64,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,27.27,9.09,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,13.64
